"uri","date","title","uin"
"http://data.parliament.uk/resources/1549270","2022-12-07","Financial Markets and Services Bill Report Stage: New Clause 7","CD:2022-12-07:1424"
"http://data.parliament.uk/resources/1548747","2022-12-06","Opposition Day: NHS Workforce","CD:2022-12-06:1417"
"http://data.parliament.uk/resources/1548317","2022-12-05","Online Safety Bill Report Stage: New Clause 16","CD:2022-12-05:1413"
"http://data.parliament.uk/resources/1548318","2022-12-05","Online Safety Bill Report Stage: New Clause 17","CD:2022-12-05:1414"
"http://data.parliament.uk/resources/1548319","2022-12-05","Online Safety Bill Report Stage: New Clause 28","CD:2022-12-05:1415"
"http://data.parliament.uk/resources/1548321","2022-12-05","Online Safety Bill: Programme (No. 4) Motion ","CD:2022-12-05:1416"
"http://data.parliament.uk/resources/1546742","2022-11-30","Finance Bill Committee: Amendment 2","CD:2022-11-30:1408"
"http://data.parliament.uk/resources/1546746","2022-11-30","Finance Bill Committee: New Clause 2","CD:2022-11-30:1410"
"http://data.parliament.uk/resources/1546747","2022-11-30","Finance Bill Committee: New Clause 3","CD:2022-11-30:1411"
"http://data.parliament.uk/resources/1546748","2022-11-30","Finance Bill Committee: Third Reading","CD:2022-11-30:1412"
"http://data.parliament.uk/resources/1546752","2022-11-30","Finance Bill Committee: Clause 5 stand part","CD:2022-11-30:1409"
"http://data.parliament.uk/resources/1546317","2022-11-29","Privilege Motion","CD:2022-11-29:1407"
"http://data.parliament.uk/resources/1545779","2022-11-28","Finance Bill: Reasoned Amendment to Second Reading","CD:2022-11-28:1405"
"http://data.parliament.uk/resources/1545823","2022-11-28","Finance Bill: Second Reading","CD:2022-11-28:1406"
"http://data.parliament.uk/resources/1544798","2022-11-23","Levelling-up and Regeneration Bill Report Stage: New Clause 41 ","CD:2022-11-23:1401"
"http://data.parliament.uk/resources/1544799","2022-11-23","Levelling-up and Regeneration Bill Report Stage: New Clause 46","CD:2022-11-23:1402"
"http://data.parliament.uk/resources/1544800","2022-11-23","Levelling-up and Regeneration Bill Report Stage: New Clause 84","CD:2022-11-23:1403"
"http://data.parliament.uk/resources/1544801","2022-11-23","Levelling-up and Regeneration Bill Report Stage: Amendment 14","CD:2022-11-23:1404"
"http://data.parliament.uk/resources/1544345","2022-11-22","Ways and Means Motion No. 3: Basic rate limit and personal allowance for tax years 2026-27 and 2027-28","CD:2022-11-22:1400"
"http://data.parliament.uk/resources/1543529","2022-11-18","Motion to sit in private","CD:2022-11-18:1399"
"http://data.parliament.uk/resources/1542755","2022-11-16","National Security Bill Report Stage: New Clause 3","CD:2022-11-16:1395"
"http://data.parliament.uk/resources/1542756","2022-11-16","National Security Bill Report Stage: Amendment 14","CD:2022-11-16:1396"
"http://data.parliament.uk/resources/1542757","2022-11-16","National Security Bill Report Stage: Amendment 132","CD:2022-11-16:1397"
"http://data.parliament.uk/resources/1542758","2022-11-16","National Security Bill Report Stage: Government Amendment 60","CD:2022-11-16:1398"
"http://data.parliament.uk/resources/1540507","2022-11-08","Opposition Day: the State Pension triple lock","CD:2022-11-08:1393"
"http://data.parliament.uk/resources/1540513","2022-11-08","Opposition Day: Papers relating to the Home Secretary","CD:2022-11-08:1394"
"http://data.parliament.uk/resources/1538504","2022-11-02","Opposition Day: Scottish Independence and Scottish Economy","CD:2022-11-02:1392"
"http://data.parliament.uk/resources/1537269","2022-10-31","Genetic Technology (Precision Breeding) Bill Report Stage: New Clause 9","CD:2022-10-31:1387"
"http://data.parliament.uk/resources/1537270","2022-10-31","Genetic Technology (Precision Breeding) Bill Report Stage: Amendment 1","CD:2022-10-31:1388"
"http://data.parliament.uk/resources/1537271","2022-10-31","Genetic Technology (Precision Breeding) Bill Report Stage: Amendment 3","CD:2022-10-31:1389"
"http://data.parliament.uk/resources/1537272","2022-10-31","Genetic Technology (Precision Breeding) Bill Report Stage: Amendment 4","CD:2022-10-31:1390"
"http://data.parliament.uk/resources/1537273","2022-10-31","Product Security and Telecommunications Infrastructure Bill: motion to disagree with Lords Amendment 17","CD:2022-10-31:1391"
"http://data.parliament.uk/resources/1537066","2022-10-28","Motion to sit in private","CD:2022-10-28:1386"
"http://data.parliament.uk/resources/1536230","2022-10-26","Identity and Language (Northern Ireland) Bill [Lords] Committee: Amendment 6","CD:2022-10-26:1383"
"http://data.parliament.uk/resources/1536231","2022-10-26","Identity and Language (Northern Ireland) Bill [Lords] Committee: Amendment 1 ","CD:2022-10-26:1384"
"http://data.parliament.uk/resources/1536232","2022-10-26","Identity and Language (Northern Ireland) Bill [Lords] Committee: Amendment 13","CD:2022-10-26:1385"
"http://data.parliament.uk/resources/1535659","2022-10-25","Motion to sit in private","CD:2022-10-25:1377"
"http://data.parliament.uk/resources/1535662","2022-10-25","Retained EU Law (Revocation and Reform) Bill: Reasoned Amendment to Second Reading","CD:2022-10-25:1378"
"http://data.parliament.uk/resources/1535669","2022-10-25","Retained EU Law (Revocation and Reform) Bill: Second Reading","CD:2022-10-25:1379"
"http://data.parliament.uk/resources/1535670","2022-10-25","Retained EU Law (Revocation and Reform) Bill: Programme Motion","CD:2022-10-25:1380"
"http://data.parliament.uk/resources/1535674","2022-10-25","Retained EU Law (Revocation and Reform) Bill: Money","CD:2022-10-25:1381"
"http://data.parliament.uk/resources/1535675","2022-10-25","Retained EU Law (Revocation and Reform) Bill: Ways and Means","CD:2022-10-25:1382"
"http://data.parliament.uk/resources/1535081","2022-10-24","Stamp Duty Land Tax (Reduction) Amendment (a)","CD:2022-10-24:1374"
"http://data.parliament.uk/resources/1535084","2022-10-24","Stamp Duty Land Tax (main motion)","CD:2022-10-24:1375"
"http://data.parliament.uk/resources/1535086","2022-10-24","Stamp Duty Land Tax (Reduction) Bill: second reading","CD:2022-10-24:1376"
"http://data.parliament.uk/resources/1524958","2022-10-21","Motion to sit in private","CD:2022-10-21:1373"
"http://data.parliament.uk/resources/1523986","2022-10-19","Opposition Day: Economic responsibility and a plan for growth","CD:2022-10-19:1371"
"http://data.parliament.uk/resources/1524003","2022-10-19","Ban on Fracking for Shale Gas Bill","CD:2022-10-19:1372"
"http://data.parliament.uk/resources/1523316","2022-10-18","Public Order Bill Report Stage: New Clause 4","CD:2022-10-18:1366"
"http://data.parliament.uk/resources/1523317","2022-10-18","Public Order Bill Report Stage: Amendment 1","CD:2022-10-18:1369"
"http://data.parliament.uk/resources/1523318","2022-10-18","Public Order Bill Report Stage: New Clause 11","CD:2022-10-18:1368"
"http://data.parliament.uk/resources/1523319","2022-10-18","Public Order Bill Report Stage: New Clause 5","CD:2022-10-18:1367"
"http://data.parliament.uk/resources/1523320","2022-10-18","Public Order Bill: Third Reading","CD:2022-10-18:1370"
"http://data.parliament.uk/resources/1522719","2022-10-17","Energy Prices Bill Committee: New Clause 3","CD:2022-10-17:1363"
"http://data.parliament.uk/resources/1522720","2022-10-17","Energy Prices Bill Committee: New Clause 18","CD:2022-10-17:1364"
"http://data.parliament.uk/resources/1522721","2022-10-17","Energy Prices Bill Committee: Amendment 2","CD:2022-10-17:1365"
"http://data.parliament.uk/resources/1520976","2022-10-12","Identity and Language (Northern Ireland) Bill [Lords]: Second Reading","CD:2022-10-12:1362"
"http://data.parliament.uk/resources/1520309","2022-10-11","Health and Social Care Levy (Repeal) Bill: New Clause 1","CD:2022-10-11:1361"
"http://data.parliament.uk/resources/1505267","2022-09-06","Trade (Australia and New Zealand) Bill: Second Reading","CD:2022-09-06:1360"
"http://data.parliament.uk/resources/1490946","2022-07-20","Northern Ireland Protocol Bill Committee: Amendment 12","CD:2022-07-20:1355"
"http://data.parliament.uk/resources/1490947","2022-07-20","Northern Ireland Protocol Bill Committee: Amendment 49","CD:2022-07-20:1356"
"http://data.parliament.uk/resources/1490949","2022-07-20","Northern Ireland Protocol Bill Committee: Amendment 3 ","CD:2022-07-20:1357"
"http://data.parliament.uk/resources/1490950","2022-07-20","Northern Ireland Protocol Bill Committee: New Clause 12","CD:2022-07-20:1358"
"http://data.parliament.uk/resources/1490952","2022-07-20","Northern Ireland Protocol Bill: Third Reading","CD:2022-07-20:1359"
"http://data.parliament.uk/resources/1490488","2022-07-19","Northern Ireland Protocol Bill Committee: Amendment 44","CD:2022-07-19:1352"
"http://data.parliament.uk/resources/1490493","2022-07-19","Northern Ireland Protocol Bill Committee: Amendment 28","CD:2022-07-19:1353"
"http://data.parliament.uk/resources/1490497","2022-07-19","Northern Ireland Protocol Bill Committee: New Clause 15","CD:2022-07-19:1354"
"http://data.parliament.uk/resources/1489934","2022-07-18","Confidence in Her Majesty’s Government","CD:2022-07-18:1351"
"http://data.parliament.uk/resources/1488664","2022-07-13","Northern Ireland Protocol Bill Committee: Amendment 26","CD:2022-07-13:1346"
"http://data.parliament.uk/resources/1488667","2022-07-13","Northern Ireland Protocol Bill Committee: Amendment 8","CD:2022-07-13:1347"
"http://data.parliament.uk/resources/1488669","2022-07-13","Northern Ireland Protocol Bill: Clauses 15 and 16 stand part","CD:2022-07-13:1348"
"http://data.parliament.uk/resources/1488670","2022-07-13","Northern Ireland Protocol Bill: New Clause 10","CD:2022-07-13:1349"
"http://data.parliament.uk/resources/1488673","2022-07-13","Northern Ireland Protocol Bill: Amendment 24","CD:2022-07-13:1350"
"http://data.parliament.uk/resources/1488172","2022-07-12","Online Safety Bill Report Stage: New Clause 3","CD:2022-07-12:1341"
"http://data.parliament.uk/resources/1488175","2022-07-12","Online Safety Bill Report Stage: Amendment 187","CD:2022-07-12:1342"
"http://data.parliament.uk/resources/1488178","2022-07-12","Online Safety Bill Report Stage: New Clause 14","CD:2022-07-12:1343"
"http://data.parliament.uk/resources/1488181","2022-07-12","Online Safety Bill Report Stage: New Clause 7","CD:2022-07-12:1344"
"http://data.parliament.uk/resources/1488182","2022-07-12","Online Safety Bill Report Stage: Amendment 31","CD:2022-07-12:1345"
"http://data.parliament.uk/resources/1487750","2022-07-11","Energy (Oil and Gas) Profits Levy Bill Committee: Amendment 9","CD:2022-07-11:1336"
"http://data.parliament.uk/resources/1487751","2022-07-11","Energy (Oil and Gas) Energy Profits Levy Bill Committee: Clause 2 stand part","CD:2022-07-11:1337"
"http://data.parliament.uk/resources/1487752","2022-07-11","Energy (Oil and Gas) Profits Levy Bill Committee: New Clause 3","CD:2022-07-11:1338"
"http://data.parliament.uk/resources/1487804","2022-07-11","draft Conduct of Employment Agencies and Employment Businesses (Amendment) Regulations 2022","CD:2022-07-11:1339"
"http://data.parliament.uk/resources/1487805","2022-07-11","Humble Address: Liability of Trade Unions in Proceedings in Tort (Increase of Limits on Damages) Order 2022","CD:2022-07-11:1340"
"http://data.parliament.uk/resources/1485880","2022-07-04","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Amendment 114","CD:2022-07-04:1329"
"http://data.parliament.uk/resources/1485881","2022-07-04","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Amendment 116","CD:2022-07-04:1330"
"http://data.parliament.uk/resources/1485882","2022-07-04","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Clause 39 stand part","CD:2022-07-04:1331"
"http://data.parliament.uk/resources/1485883","2022-07-04","Northern Ireland Troubles (Legacy & Reconciliation) Bill Committee: New Clause 5","CD:2022-07-04:1332"
"http://data.parliament.uk/resources/1485887","2022-07-04","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: New Clause 4","CD:2022-07-04:1333"
"http://data.parliament.uk/resources/1485888","2022-07-04","Northern Ireland Troubles (Legacy and Reconciliation) Bill: Third Reading","CD:2022-07-04:1334"
"http://data.parliament.uk/resources/1485889","2022-07-04","draft Slavery and Human Trafficking (Definition of Victim) Regulations 2022","CD:2022-07-04:1335"
"http://data.parliament.uk/resources/1484606","2022-06-29","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Amendment 97","CD:2022-06-29:1326"
"http://data.parliament.uk/resources/1484607","2022-06-29","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee:Amendment 98","CD:2022-06-29:1327"
"http://data.parliament.uk/resources/1484608","2022-06-29","Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Clauses 18 to 25 etc. stand part","CD:2022-06-29:1328"
"http://data.parliament.uk/resources/1483348","2022-06-27","Northern Ireland Protocol Bill: Second Reading ","CD:2022-06-27:1325"
"http://data.parliament.uk/resources/1472398","2022-06-22","Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554)","CD:2022-06-22:1324"
"http://data.parliament.uk/resources/1471929","2022-06-21","Opposition Day: Adviser on Ministerial Interests","CD:2022-06-21:1323"
"http://data.parliament.uk/resources/1471554","2022-06-20","High Speed Rail (Crewe - Manchester) Bill: Second Reading","CD:2022-06-20:1322"
